lat lon size bulge/disk flux redshift e1 e2 gamma1 gamma2
-0.296896 0.00624791 1.65343 12.6454 0.0130177 0.848206 -0.171386 -0.152901 0.0176443 0.00309891
-0.33136 0.257246 2.03458 19.2041 0.0124389 0.84833 0.203453 0.794145 -0.00765333 0.00757948
-0.393608 -0.0638851 1.17376 41.5195 0.0129701 0.848385 -0.507031 -0.07497 -0.0238749 0.0171893
-0.32371 0.0174134 1.42451 43.8989 0.0340789 0.848985 0.479422 -0.0135141 0.0463769 0.0138138
-0.419032 -0.298491 1.14085 71.8202 0.0303106 0.849308 -0.0143101 0.0158317 0.0425409 0.0198008
-0.12242 0.433724 5.02165 60.3959 0.0119537 0.84934 0.170564 -0.0834124 0.0146974 0.0154846
-0.419101 0.315006 1.77158 37.3393 0.0146464 0.849491 0.0783594 -0.105139 -0.0173573 -0.024365
-0.224362 -0.12735 1.12652 29.4549 0.0116929 0.850274 -0.149919 0.616972 0.0206663 -0.0617695
-0.125269 0.159544 1.78345 176.938 0.0127257 0.850352 -0.130439 -0.231939 -0.0321349 0.0444309
-0.133075 0.159538 2.68436 35.9578 0.0159856 0.85045 -0.265755 0.24387 -0.00766974 -0.0613352
-0.210114 0.281745 1.80001 30.0925 0.0183841 0.850753 0.424163 -0.0898688 0.00718891 0.0857914
0.443681 -0.423776 0.884576 24.4913 0.0122988 0.851066 0.268433 -0.0101749 0.0279417 0.00211819
0.0859299 0.172075 1.74697 13.995 0.0149518 0.851448 0.295094 -0.035389 -0.00489524 0.0168108
0.0974869 0.161958 1.19467 47.6326 0.0102737 0.851488 -0.0543163 -0.064966 0.0523504 0.0340571
-0.497516 -0.0185034 1.14331 102.03 0.0431477 0.851692 0.0156065 -0.161729 0.00704164 -0.0266631
-0.129073 0.169707 1.94297 17.1981 0.0154721 0.852362 -0.277442 -0.0754922 -0.0402609 0.0534477
0.425417 -0.489257 1.48893 18.0257 0.0147833 0.852449 0.102264 -0.198103 -0.0277892 -0.0511397
-0.00889711 -0.46474 0.92507 19.8435 0.0142627 0.853212 -0.178792 0.00763289 -0.00724469 0.0180745
0.412421 -0.324536 1.59589 12.6071 0.0202784 0.853271 0.0930654 -0.152236 0.0155218 0.00808918
-0.00203311 -0.456492 0.832471 16.8052 0.0135048 0.853424 -0.455459 -0.181571 -0.0184358 -0.0397414
-0.302008 0.180143 1.94482 56.1437 0.0164251 0.853592 -0.167646 0.129459 -0.0325196 -0.00684154
-0.12132 -0.0144495 0.930669 90.4649 0.011387 0.853595 0.14226 0.448361 0.0107991 -0.0462471
-0.305972 0.197907 0.879203 96.8056 0.0176075 0.853739 -0.370199 -0.14782 0.0213133 -0.100978
-0.331322 0.14492 0.742738 23.878 0.0120612 0.853877 -0.0333994 -0.0374151 0.0480846 0.0132487
0.0679839 0.294389 2.03502 17.5762 0.0338092 0.853904 -0.242997 -0.0746166 -0.0140999 -0.0187114
-0.203346 0.11797 1.09542 24.6018 0.0185633 0.854301 0.369493 0.496019 -0.011536 -0.0299681
0.23043 0.0704797 0.926361 46.6742 0.0293445 0.854771 0.248985 0.0263821 0.0281993 -0.0138491
0.46446 -0.0932181 2.41234 19.7687 0.0105564 0.856161 0.274787 -0.533097 0.0107132 0.024112
0.465365 0.40707 2.52409 196.156 0.0183411 0.85638 -0.409169 0.129907 -0.0270627 -0.00706538
0.462755 0.460084 1.45913 25.5942 0.0130304 0.856551 -0.0500269 0.245243 0.0228994 -0.0332644
-0.467642 0.45616 1.28391 6.33146 0.0134772 0.856743 -0.220881 0.00341402 0.055646 0.0225833
-0.137543 0.165742 1.10402 39.0675 0.0107076 0.857256 -0.0752447 -0.168516 0.0355304 0.0557406
-0.257204 0.216242 1.44059 8.59022 0.0176318 0.857434 -0.0333255 0.00956144 0.0241263 -0.017998
0.280108 -0.233905 0.754933 14.9358 0.0104683 0.85763 0.293901 0.0244362 -0.014496 0.0769058
-0.110454 -0.0826821 1.48706 310.021 0.0116935 0.85765 -0.771359 -0.131952 0.0175066 -0.00632746
0.153204 0.142944 1.39632 68.9406 0.0144396 0.858202 -0.26103 0.514377 0.0332615 0.0397286
0.470634 0.413941 1.52299 64.3701 0.0171717 0.859137 -0.09539 -0.213434 -0.0187947 0.00389993
0.351156 0.00611831 0.862306 18.3522 0.0149283 0.859217 0.00649296 0.0189078 0.00549446 0.000156387
0.36809 0.00331211 1.87385 299.403 0.0437574 0.859519 0.230678 -0.0234419 -0.00957545 -0.0142075
0.393886 -0.11957 1.5138 17.8577 0.0291024 0.859549 0.345476 -0.266421 0.00891347 -0.0281732
-0.379609 0.384218 1.82172 30.0505 0.015388 0.859639 0.260113 0.229339 -0.0115604 -0.00760141
-0.138152 8.28095e-05 2.101 26.6561 0.0127264 0.859732 -0.0610296 0.156476 0.00154893 0.0151386
0.111617 0.316122 0.968752 29.2541 0.0136419 0.859798 -0.153745 -0.180659 -0.0266319 -0.074722
0.210418 0.13668 1.5642 22.243 0.0436862 0.860194 -0.259534 -0.0511174 0.0108645 -0.0490389
0.314878 -0.206858 1.713 16.3657 0.0155705 0.860248 -0.118479 0.0119445 -0.0531241 -0.000975215
0.420738 -0.0823861 1.40837 27.3072 0.0175063 0.860328 0.0890528 -0.305004 -0.00467768 -0.0145335
-0.498109 0.0633246 0.962044 95.8039 0.0137317 0.860336 -0.0691818 0.11056 0.00591713 -0.035562
0.311912 0.253308 1.6245 63.3935 0.0409015 0.860557 -0.527946 0.0259061 0.00756703 -0.00978511
0.424 -0.0971841 1.81215 25.7957 0.0237373 0.860566 -0.138927 -0.155361 0.0503189 0.000253583
0.257334 0.261404 1.29219 40.3415 0.0125335 0.860628 0.30258 0.421234 0.0442775 -0.044129
0.44418 -0.201538 0.708851 16.55 0.0132904 0.860881 0.526081 -0.018948 0.000778693 -0.00159356
-0.379078 0.342713 1.28227 279.791 0.0117145 0.861064 -0.00983077 0.187221 -0.030855 0.0212783
0.315372 0.263566 2.10317 71.6778 0.0157148 0.861071 -0.00454848 -0.0924154 -0.0105397 0.00728476
-0.258999 0.135543 0.886895 5.44603 0.0104471 0.861154 0.154235 -0.045305 0.00750872 0.0347361
0.147945 0.392675 1.37698 20.0413 0.0120632 0.861171 0.192309 0.129821 -0.0486293 0.0132753
0.452584 -0.0840721 1.96956 7.27094 0.0357524 0.861202 0.0447479 -0.260758 -0.047417 -0.0289773
-0.345437 0.35529 2.3839 153.367 0.0124938 0.861228 -0.0618864 -0.188907 -0.0272062 0.0202963
0.460191 -0.0895241 1.53617 37.3451 0.0254402 0.861408 0.0226315 0.0199491 0.028472 -0.0481429
0.0619139 0.490919 1.07519 90.3263 0.0112572 0.862026 -0.24628 0.348471 -0.0215962 -0.0646996
0.399193 -0.182839 2.13239 40.2727 0.0231474 0.862039 0.194683 0.178647 0.0706004 0.0271832
0.382103 -0.178857 1.19511 86.9227 0.0126205 0.862348 0.326883 -0.515405 0.0248521 -0.00408542
0.208932 0.243132 1.8973 84.2135 0.0241608 0.862625 0.0343309 -0.071157 -0.0331348 -0.081978
-0.118635 -0.392811 1.45713 100.374 0.0278557 0.862727 -0.141084 0.273475 -0.00774541 -0.0112046
0.331036 -0.120189 0.686131 50.2189 0.0262993 0.862971 -0.138024 -0.148639 -0.00985303 0.00952777
-0.104533 0.441295 1.29407 31.719 0.0103918 0.863144 0.273006 -0.164814 -0.0231616 -0.0318801
-0.456735 0.0611523 1.59569 30.0743 0.0147585 0.863246 0.158658 0.236166 0.0245208 0.0415708
0.285101 -0.131771 1.11374 81.5032 0.0125317 0.863319 0.309372 -0.0675628 0.0054229 -0.0104091
0.125979 0.472726 1.83613 6.89036 0.0200322 0.863335 0.236395 -0.125874 -0.0472628 -0.00896326
0.193332 0.238799 1.04024 18.6197 0.0251549 0.863466 -0.351278 -0.48627 0.0060006 0.0102391
-0.102011 0.432079 1.60487 185.087 0.0324542 0.863508 -0.0061605 -0.0762846 -0.024468 0.0388906
0.369854 -0.0637051 2.59415 4.18121 0.0271726 0.863967 0.259475 -0.545081 0.0122599 0.0256725
0.371867 -0.256991 1.42473 67.4386 0.0238865 0.864232 -0.0508008 -0.192325 0.0374544 0.122332
0.0060259 0.280864 1.94981 74.7345 0.0199974 0.864311 -0.0526312 -0.100567 -0.0284677 -0.0248271
0.0133289 0.277927 0.836158 34.0956 0.016862 0.864372 0.183476 -0.0901153 -0.00826413 -0.0177545
0.211644 0.0628779 0.950475 90.1108 0.0106119 0.864604 -0.162256 0.0544442 0.016123 -0.0523032
0.0887409 0.221635 1.58448 18.8521 0.0161195 0.864937 0.268146 -0.44705 0.0310185 -0.0469658
0.408761 0.178911 2.53799 23.1759 0.0136709 0.865073 0.270234 -0.344216 -0.0086261 -0.0140413
0.127104 0.171009 1.43754 32.4082 0.0203073 0.865106 -0.348284 -0.343546 0.0146011 -0.0275085
0.278045 0.286674 4.93564 13.9972 0.0382962 0.865433 -0.351762 -0.110027 0.0179385 -0.0296405
0.439582 0.372227 1.70216 9.13235 0.0409656 0.865655 -0.353196 -0.0673866 0.0111359 0.0090318
0.12217 0.371526 1.1607 20.4786 0.0113395 0.865696 0.186582 -0.0810177 -0.0137718 -0.0235687
0.122585 -0.152609 0.587096 72.094 0.0118519 0.865729 0.174812 -0.0738057 -0.0337624 0.0313245
0.1835 0.332802 1.34054 1.47642 0.0406043 0.865832 0.420838 -0.233612 -0.0280096 0.0381604
0.414944 -0.0605021 1.01274 20.2653 0.0132247 0.86621 -0.0954283 -0.00536498 -0.00500758 -0.0162507
0.420931 0.380367 1.75458 196.628 0.016814 0.866247 -0.0343008 -0.15817 -0.0100969 0.0452663
0.0207429 0.277944 1.17196 40.9983 0.0110831 0.866255 -0.390455 0.520309 0.0138721 -0.0312939
0.203329 0.112952 1.89535 285.609 0.0247997 0.86632 -0.30676 0.314907 0.0160113 -0.000521325
0.31604 0.317263 3.26519 71.685 0.0322305 0.86633 0.220785 -0.329818 0.00361439 -0.0321712
0.398892 -0.0382923 1.05552 15.2696 0.0368996 0.866386 -0.0134589 -0.0171362 0.0534734 0.00388991
-0.461616 0.186687 0.632866 188.31 0.0236173 0.866482 -0.43118 0.24885 0.00617883 -0.00360858
0.109867 0.359841 2.35131 173.866 0.0486995 0.866534 0.251793 0.185686 0.0152089 -0.0240218
0.390872 -0.0616771 1.79469 143.013 0.0127144 0.866809 0.222601 -0.217084 0.015899 -0.0364525
0.116241 0.353662 0.936831 2.37811 0.0169291 0.866827 0.196449 0.641491 -0.0350964 0.00148885
0.408677 0.412776 0.828355 0.801878 0.0150511 0.86725 0.137737 0.159601 -0.0216964 -0.061035
-0.111609 -0.498006 1.40447 8.54364 0.0123475 0.867307 0.027109 -0.0971314 -0.0247676 -0.0728345
0.475091 0.474037 1.95298 25.3917 0.0255829 0.867429 -0.251523 -0.0314987 0.00155326 -0.00150812
0.100239 -0.408076 1.6206 304.087 0.0163283 0.867435 0.0509612 0.256903 -0.00544822 0.00251458
0.478985 0.349342 1.41976 20.9039 0.0252343 0.867459 -0.0605092 -0.0519535 -0.0518902 -0.0536758
-0.0389813 -0.453203 1.58364 10.0406 0.0233754 0.867719 0.300805 0.241966 -0.0469908 -0.0480411
-0.0138807 -0.160121 1.18339 148.002 0.0110568 0.867758 -0.0951945 0.042585 0.030539 0.00850673
0.243227 0.354817 1.31348 83.6851 0.0106852 0.868148 0.0374189 0.0606394 0.0247809 0.0119933
0.282431 0.358354 2.19122 1.25424 0.0204933 0.868194 -0.45715 0.00988457 0.0272024 -0.0604328
0.481987 0.358622 1.4051 41.0495 0.0109348 0.868413 0.302839 -0.258767 0.00515973 -0.0394964
-0.0746679 0.442207 0.689367 3.80903 0.0155045 0.868438 -0.49678 -0.419575 -0.00247951 -0.0378922
-0.368613 -0.236971 1.40912 190.212 0.0148827 0.868617 0.386691 -0.088925 0.0446439 -0.0480038
-0.19145 0.08653 1.00909 80.4465 0.0157126 0.868741 0.120959 0.148269 0.0415759 0.0173364
-0.264288 -0.222349 1.51641 35.7506 0.0419947 0.869061 -0.0489636 0.0684349 -0.0206188 0.0268901
-0.203205 0.104295 2.03981 38.1884 0.0159226 0.869062 -0.172402 0.501429 0.0103343 0.0160856
0.136505 0.401049 1.28711 291.316 0.0248942 0.869175 -0.199174 -0.233789 -0.0190339 -0.0182706
0.157936 0.451078 1.33758 66.9458 0.0286414 0.869298 -0.00890261 -0.128513 -0.0447732 -0.0627888
0.0619449 0.380129 1.8925 204.401 0.0177816 0.869691 -0.0534825 0.0937816 0.00204794 0.0170963
0.101796 0.443048 1.53924 15.7827 0.0337148 0.869868 0.0469162 0.0506019 0.0106751 0.0249391
0.0920859 -0.475163 1.67741 300.586 0.0158872 0.869988 0.165731 -0.000248403 0.0507241 -0.119112
-0.340197 -0.439239 1.80813 88.8245 0.0112483 0.86999 -0.208993 -0.206639 0.022316 0.00629117
0.163618 -0.45926 1.39416 6.38802 0.0351118 0.870328 0.0421591 0.0328884 0.0486793 0.0135433
0.12495 -0.382747 2.06338 189.642 0.0329264 0.870699 0.324702 0.163682 -0.0341473 -0.137322
-0.0078811 -0.0322793 1.33378 8.67266 0.0165602 0.870846 -0.244604 -0.043152 -0.0710007 0.0610888
-0.144631 0.21729 2.03746 303.959 0.0188487 0.870963 0.052123 0.0602608 0.0233999 0.00578661
-0.293434 -0.121402 2.66223 31.6435 0.0259028 0.870972 0.310857 -0.0480037 0.0203846 -0.0123449
-0.491183 0.211559 0.940675 163.982 0.0133276 0.87111 -0.106339 0.115838 0.0533809 0.0182884
-0.185006 0.0753612 2.15788 78.312 0.0434684 0.871201 -0.0339391 -0.127307 0.00760511 0.0994786
-0.0237089 0.394728 1.17372 5.44584 0.0277066 0.871329 -0.193439 -0.0853765 0.0170852 -0.0469758
-0.433399 0.214395 1.68232 33.3542 0.0123794 0.871775 -0.000583608 -0.155556 0.0296227 0.0145327
-0.105681 0.217326 1.35473 176.206 0.0205817 0.872 -0.103704 -0.30986 -0.000102548 0.0895495
-0.0456916 -0.0104753 0.871651 14.3335 0.0104766 0.872036 0.0443948 0.14455 0.0198228 0.00801486
-0.314176 0.129793 1.48286 30.4178 0.0113033 0.872048 -0.0525857 -0.0592489 0.00575783 0.0866623
-0.255613 -0.207543 2.70153 2.88047 0.0187448 0.87249 0.121139 -0.256345 -0.0409062 -0.0767254
-0.208354 -0.0417662 2.42573 46.2161 0.0102242 0.872494 -0.0705333 0.348357 0.0186697 -0.0791442
0.394751 0.3551 1.2971 102.244 0.0127718 0.872856 -0.0500005 -0.267428 0.0242295 -0.00221565
0.417898 0.157155 1.04306 6.30839 0.0221727 0.872871 -0.0708164 -0.0180365 0.0120751 0.000634858
-0.0884767 0.208542 2.4737 5.553 0.0263348 0.87299 -0.107131 0.282598 0.118104 0.0406147
-0.252532 -0.223644 1.63576 3.71019 0.0324037 0.873149 0.702468 0.17062 -0.0218121 0.120277
-0.176256 0.272066 1.03207 78.4792 0.0123358 0.873172 -0.238772 0.0488631 0.0190732 0.0116889
0.0247929 0.310765 2.12893 18.8486 0.0112793 0.873217 -0.721768 0.127022 -1.68749e-05 -0.00315475
0.0611329 0.204705 1.5027 65.5115 0.011961 0.873373 0.157269 0.295564 -0.0278201 0.00265456
0.189709 -0.437206 1.58918 1.22934 0.0114308 0.87356 0.0336803 0.0203517 -0.0558821 -0.0283764
0.386314 0.196471 1.59989 25.4415 0.0345134 0.873885 0.26128 0.0581707 0.00569017 0.0163167
0.159102 0.467383 1.40579 22.6208 0.0229745 0.873972 0.196404 0.0246965 0.0202091 -0.0722999
-0.212968 -0.0393918 1.00067 24.2278 0.0116131 0.874293 0.234498 0.166038 0.00898158 -0.0595381
0.463019 0.123841 1.01249 0.809465 0.0140011 0.874374 0.0734141 -0.069651 0.0069618 -0.0378209
0.252793 0.305536 1.23711 160.718 0.0168949 0.874375 0.0566912 0.505718 0.0337267 0.0384633
-0.249739 -0.101301 1.02499 25.7479 0.0351173 0.874428 0.221416 0.546027 0.0390416 -0.0502953
0.442664 -0.481295 1.55917 60.8307 0.0147286 0.87445 0.176967 0.161723 0.051056 0.0718566
-0.198439 -0.0445605 1.38331 83.9598 0.0133974 0.874702 0.050014 -0.135784 0.0304765 -0.0213968
-0.272455 0.000587407 1.94063 16.5272 0.0193487 0.874762 0.367807 -0.0242008 -0.00729662 0.0374195
-0.402217 0.293804 1.38995 30.068 0.0241612 0.874887 0.110721 -0.470671 0.0427175 0.0249816
-0.272684 -0.000842292 1.40908 73.8152 0.0119734 0.875054 0.152558 -0.0234199 0.0383715 -0.0174622
0.0508659 0.363335 1.86523 8.12334 0.0126001 0.875515 -0.11084 -0.470564 -0.0165935 -0.0285359
0.131712 0.0155218 0.925615 2.27426 0.0104532 0.875671 -0.0406472 0.0209391 -0.0104306 0.0571361
0.115503 -0.480089 1.14674 6.35673 0.0148715 0.876112 0.00732261 -0.0469961 -0.0360862 -0.028727
-0.123251 -0.0454769 0.811955 181.602 0.011895 0.876445 0.315945 -0.198657 -0.0163913 -0.0331907
0.0977699 0.375643 1.88054 67.5246 0.014205 0.876484 0.0491816 -0.00956756 -0.0281397 0.0527228
0.0313759 0.443235 1.57302 45.4681 0.0414464 0.877068 0.221405 0.0827585 -0.0281009 0.017895
-0.0905123 0.476612 0.993303 18.1401 0.0122495 0.877365 -0.309483 -0.376699 -0.0549712 -0.0255137
-0.355304 -0.378846 1.99614 202.375 0.0172909 0.877493 -0.160239 -0.0577443 0.014078 0.0786484
0.113942 0.203541 2.33565 14.9175 0.0186596 0.877587 0.167495 0.122414 0.0465244 -0.0219946
0.0261119 0.48108 1.99218 305.724 0.0198602 0.877832 -0.135617 0.529036 -0.0291978 0.0352242
-0.340097 -0.340242 1.67329 12.7633 0.0231517 0.877861 0.0740139 0.225027 0.00577834 -0.0788758
0.146832 0.241139 1.49262 26.1337 0.0381922 0.878375 -0.0627424 0.320239 0.000241447 -0.0381949
0.19704 0.292947 1.81987 83.7156 0.0114558 0.878423 0.148227 -0.214541 0.0116091 -0.00383141
-0.0561333 -0.145223 1.22971 37.0807 0.0106471 0.878442 0.131144 0.122243 -0.0317529 -0.0133392
0.339576 -0.379281 1.57895 51.5644 0.0154858 0.878536 -0.738444 0.335678 -0.00384201 0.00168673
0.346384 -0.392394 1.91365 9.88746 0.0285336 0.87861 0.23565 -0.0144799 -0.0514736 0.0674366
-0.173735 -0.456579 1.5433 185.554 0.0359664 0.878615 0.0444533 0.484404 -0.0153049 -0.0254097
-0.0388086 0.464259 1.39993 15.4457 0.0239686 0.878735 -0.136114 -0.271615 -0.00355496 -0.0915465
-0.126298 -0.202823 1.9768 15.7427 0.0131509 0.878879 0.414608 0.49588 0.0242912 -0.0151652
0.0853049 -0.169486 1.00183 65.4752 0.0149867 0.879095 0.231004 0.101139 0.0188478 0.0401669
-0.0532865 0.228634 0.727461 1.08568 0.0242199 0.87941 0.458935 -0.492044 -0.0393971 -0.0501892
-0.385641 0.126419 1.11212 81.441 0.0119115 0.879505 -0.282901 -0.265058 0.00544779 -0.0923703
-0.0747032 0.15079 2.44117 292.918 0.0156006 0.879595 -0.410201 0.423799 -0.071537 -0.0475972
0.0045379 0.0899175 2.3625 2.16073 0.0164614 0.879987 0.294256 0.0767791 -0.0863667 0.123436
-0.236109 -0.193078 2.13107 13.2017 0.0155108 0.880167 0.0476735 -0.126491 -0.000452869 -0.0298103
0.426666 -0.306406 1.2613 32.9159 0.0132344 0.880504 -0.218551 0.251121 0.00705943 0.00183143
0.0355999 0.226438 1.98483 35.206 0.0136476 0.880512 -0.1764 -0.0196878 -0.0175016 -0.00713553
0.17513 -0.157336 1.73205 11.6409 0.0145328 0.880581 -0.1801 0.00833629 0.00481856 0.0525439
-0.213576 -0.170881 1.49415 76.1625 0.0139529 0.880813 0.242751 -0.237421 0.0139838 0.0113246
-0.436442 -0.387058 0.800198 177.649 0.0174347 0.880848 -0.223436 -0.0780825 0.0315102 0.0310444
-0.402771 -0.375502 0.723736 12.788 0.0174959 0.881068 -0.12447 0.188879 0.0169335 0.00107122
-0.467937 -0.379068 1.24426 306.81 0.0161519 0.881132 0.054915 -0.201711 0.0102146 0.0345207
0.471134 0.177697 1.73585 0.720348 0.0437756 0.881674 -0.0833244 0.13669 0.000834938 -0.0188254
-0.300821 -0.120569 0.914055 2.7357 0.0172219 0.881723 -0.317956 -0.162808 0.0153943 0.000748071
-0.41011 -0.366568 0.978789 168.871 0.012236 0.882135 -0.205611 0.857701 0.0359351 0.0536848
0.43295 0.228618 1.64451 16.0095 0.0417567 0.882926 -0.174733 0.0534781 0.00624952 0.0173083
-0.138735 0.229218 1.46862 19.411 0.0128761 0.882976 0.0288739 0.256715 0.0256528 0.0179327
-0.469351 -0.402774 1.47453 19.4767 0.0118995 0.883019 0.216679 0.255767 0.0315801 -0.00885183
-0.0100981 -0.0703401 0.80724 44.4292 0.0164235 0.88303 0.296955 0.518848 -0.01193 -0.101996
0.380274 -0.156722 0.932473 16.8425 0.0192058 0.883409 0.0374584 0.283566 0.0147672 0.0400901
0.444698 0.360792 0.864233 21.554 0.0135826 0.883626 0.261326 -0.137209 -0.0333832 -0.0288102
-0.375569 0.0263525 1.03768 10.2493 0.0135433 0.883707 0.102357 0.227349 -0.0147967 -0.000842232
0.496022 0.365123 1.46251 52.4166 0.0293933 0.883786 0.018623 -0.0021691 0.00649118 0.0389892
0.329606 -0.176004 1.48982 14.6484 0.02957 0.883797 -0.207318 0.444036 -0.0075083 -0.00451684
-0.022139 -0.0631751 3.29949 152.341 0.0139853 0.884064 0.227957 -0.406252 -0.0196237 0.0455208
-0.0372379 0.468536 1.43938 19.7695 0.0174467 0.884092 0.14092 -0.248365 -0.0134544 -0.0459643
-0.367664 0.0414104 1.10457 86.7138 0.012724 0.884169 0.0820393 0.044654 0.0287216 -0.0163928
0.412686 -0.114642 1.96157 17.216 0.0185821 0.884228 -0.0578365 0.132094 -0.00831507 -0.00831583
0.187843 0.32023 1.01055 75.8056 0.0404363 0.884283 0.00566819 0.0137816 0.0251789 -0.0472752
0.0561089 -0.115815 1.45994 2.72144 0.0294641 0.884457 0.307871 -0.277544 -0.0111515 -0.0657088
0.332003 0.00132101 1.64523 7.77234 0.0141693 0.884608 0.0803194 0.16038 -0.0391752 0.0389498
0.43095 0.204908 1.90253 20.9879 0.025043 0.884624 0.259827 -0.102296 -0.0304232 0.0115717
0.0437669 -0.406711 0.871782 84.2946 0.0154065 0.884928 -0.0431601 0.0281329 -0.000844267 -0.0459053
0.0313919 -0.388685 1.01274 86.9517 0.0205321 0.884991 -0.0199321 0.305226 -0.00642534 -0.0134574
-0.0640553 -0.314323 1.69501 24.543 0.0406751 0.885042 -0.27289 -0.348787 -0.0133177 -0.02967
0.400915 -0.0603281 1.55095 17.4788 0.0141274 0.885113 0.0513681 -0.0638466 0.041411 0.00878283
0.391516 -0.0535725 1.75088 203.328 0.0329789 0.885226 -0.0642913 -0.234861 -0.013942 0.00774051
-0.389092 0.0502672 1.95896 31.1905 0.0342552 0.885244 0.0868555 0.292975 -0.0200554 -0.0515664
-0.415999 0.030336 1.34741 13.7477 0.010668 0.885388 0.187548 -0.0301666 -0.00606332 0.0583099
0.360967 0.107983 1.11872 65.9679 0.0102211 0.885415 -0.020929 -0.0755721 -0.0443881 -0.0286496
-0.398399 0.227865 1.71899 36.3536 0.0229228 0.885591 0.156394 -0.279283 0.0198689 -0.00806276
0.241229 0.417892 1.52742 39.7289 0.029288 0.885617 -0.200222 -0.0230084 -0.0230028 0.0135135
0.211025 -0.232463 1.66622 47.1571 0.0118564 0.886174 -0.0584922 -0.0604638 0.00317141 -0.0064918
0.466116 0.238338 1.50596 155.961 0.0136014 0.886735 0.101579 -0.1149 -0.00129732 -0.0100185
-0.229675 0.164321 1.12611 8.6438 0.0110059 0.886865 -0.213082 -0.116072 -0.033316 0.0061195
0.0994999 0.217542 1.21581 48.4613 0.0138559 0.886867 0.0562866 -0.187577 -0.0161024 0.0182644
0.0671729 -0.0963061 2.78592 89.1299 0.023494 0.887247 0.172698 0.112722 -0.00283727 -0.000829937
0.27047 -0.127996 1.27405 14.6855 0.0270749 0.887268 0.236438 -0.138662 -0.028151 0.0145645
-0.380067 -0.19379 1.55863 41.0803 0.0128301 0.887417 -0.0383746 -0.0563186 -0.00971877 -0.0402877
0.0783309 -0.427011 2.65645 93.4304 0.0445595 0.887563 -0.42291 -0.079063 0.0485888 0.00542042
-0.24006 0.192927 2.85288 2.02648 0.0415872 0.888044 -0.057155 -0.440889 0.054224 0.00303218
-0.295882 0.223579 2.98913 92.3219 0.0264188 0.888672 0.155664 0.0400708 0.0290663 -0.0238373
-0.312639 -0.100765 1.2797 38.423 0.0243016 0.889069 0.393426 0.246753 0.00507136 0.0100461
-0.163973 0.333526 1.49846 25.6821 0.0147206 0.889348 0.298901 -0.0299286 -0.0184256 -0.00511202
-0.482943 -0.113946 1.6602 26.8132 0.0148178 0.889368 -0.0753141 0.765532 0.05106 0.00992055
0.361794 0.343685 1.71806 73.9079 0.0231482 0.889737 -0.0448451 0.0958731 -0.0194114 -0.0232716
0.351289 0.244545 1.19593 79.3917 0.0131236 0.889791 0.155057 -0.186375 -0.0089609 0.0877156
-0.249904 0.208431 1.07769 34.4769 0.0140604 0.889944 -0.0460209 0.00948892 0.085284 -0.0539846
-0.0439869 0.325473 1.60394 30.529 0.0257498 0.889953 -0.28924 -0.607972 -0.0648577 0.00203691
0.0622189 0.379795 1.68698 30.4392 0.0103143 0.89001 0.313811 -0.330425 0.00204794 0.0170963
-0.222804 -0.0654591 2.03813 19.7778 0.0143968 0.890198 -0.312671 0.0744504 0.0323875 -0.0182958
-0.00529411 0.216002 1.01106 13.3406 0.0127153 0.890299 0.128487 -0.490891 0.0191835 0.00191212
-0.0224064 0.276353 1.50791 96.6241 0.0221422 0.890667 0.301799 -0.282401 -0.0839852 0.0237694
-0.103483 0.0703576 0.86683 18.5931 0.0107922 0.890673 -0.0308031 0.140209 -0.000135844 -0.0360811
-0.238991 0.288111 1.35037 33.0526 0.0174286 0.890807 0.194022 -0.0175488 -0.0234252 -0.0208079
-0.251378 0.232426 2.11287 80.6416 0.0137112 0.89081 -0.31128 0.191879 0.037284 0.0230776
-0.180692 0.0538171 1.25381 12.9378 0.0133604 0.890813 -0.273677 0.28764 0.0291694 -0.00690909
-0.400417 0.0130844 2.30094 9.91828 0.0122454 0.890867 -0.0672838 0.128304 0.0262314 -0.0189613
0.0596659 0.440563 0.885447 76.7593 0.0101371 0.891263 -0.280547 0.0257128 -0.0596528 -0.0257966
0.00489189 -0.104105 0.986102 186.969 0.0191162 0.891758 0.607705 0.25362 0.0245312 -0.0140394
-0.0115701 0.395623 2.21494 3.41714 0.0190216 0.891816 -0.401658 -0.183935 0.00998112 -0.0313804
0.220831 0.158393 1.68842 4.63939 0.0161227 0.891909 -0.119431 -0.490834 -0.0261127 -0.00273262
-0.0211511 0.00778711 0.864338 22.1995 0.0225293 0.891942 0.0467003 -0.0272324 -0.0350968 -0.0194564
-0.465365 0.0789497 1.14969 57.8765 0.0126676 0.892275 0.0475371 0.0880802 0.00602501 -0.00719127
0.233965 0.359901 0.922617 303.598 0.0265529 0.892336 0.159476 0.00899238 0.0011258 -0.0500096
0.205398 0.105577 2.23126 38.4937 0.0344181 0.892396 -0.28025 0.124529 -0.0130893 -0.00619115
0.233397 0.366765 1.0802 9.67971 0.0340664 0.892527 0.320027 0.327203 -0.00339349 -0.000707469
-0.178967 0.114358 0.910979 32.7106 0.0155073 0.892697 0.121987 -0.04356 0.00821381 -0.0159379
0.0390659 0.44261 1.09261 167.848 0.0109226 0.892719 0.214929 -0.234254 0.0289306 -0.0119912
-0.065944 0.0860416 0.892725 75.105 0.0183944 0.892849 -0.0195438 0.0891545 -0.0381278 -0.0291294
