lat lon size bulge/disk flux redshift e1 e2 gamma1 gamma2
-0.217996 0.293643 3.71643 28.1663 0.0196261 0.185477 -0.109454 0.0902658 -0.0223271 -0.0230901
-0.445791 -0.199563 4.45796 8.82228 0.0101422 0.186181 -0.372636 0.00395374 -0.00604666 0.00733677
0.286863 0.170485 3.88116 25.8657 0.0414066 0.190175 -0.14502 -0.317049 -0.012105 0.00243751
0.155343 -0.0445208 4.5884 194.954 0.0285022 0.190192 0.551497 -0.239865 0.00827654 -0.0100683
0.391763 -0.487195 2.54962 65.8776 0.01265 0.191608 0.0030129 -0.0193181 0.00609174 -0.00669211
0.229217 -0.375229 3.83874 176.077 0.0366673 0.192936 0.0394885 -0.0145223 -0.0118313 -0.0151429
-0.404044 -0.0429141 3.22756 10.5262 0.0139093 0.193587 0.206486 0.240928 -0.00318468 0.000832615
0.132692 -0.271646 6.64169 97.0794 0.011739 0.193593 -0.0621235 -0.171256 0.0154762 0.00158056
-0.428482 0.322672 6.27194 197.887 0.0462558 0.193658 0.196163 0.12591 -0.00491496 0.00266721
-0.118979 -0.279419 5.3458 31.8251 0.0416793 0.194204 0.00417139 -0.106009 -0.00190766 -0.00524153
-0.259973 -0.444477 4.54184 30.759 0.0117065 0.194726 0.044232 -0.194818 0.000885481 -0.0057019
-0.305092 -0.386883 1.90396 27.8666 0.0162344 0.194902 -0.397152 -0.212361 -0.00182154 -0.00531653
-0.493799 0.45221 4.58909 16.8704 0.0378155 0.194924 0.0777062 -0.54134 -0.00107188 0.000491164
-0.209433 0.101834 9.24437 18.7752 0.0101551 0.195146 -0.0638481 0.209797 -0.00614467 0.00144773
-0.448008 0.498675 3.67119 95.6746 0.0107084 0.195349 0.1629 -0.114811 -0.00166001 0.0018162
-0.0601404 -0.494591 3.00695 139.334 0.0109891 0.196628 0.102316 0.0315682 -0.0200045 0.00252739
0.440515 0.384668 5.96542 300.613 0.0397244 0.196856 0.0948433 -0.311918 0.000390601 -0.00503488
-0.442407 -0.244277 4.05632 7.27268 0.0147484 0.197204 0.30797 0.107484 -0.0465265 0.00200865
-0.479575 -0.420354 4.42529 59.6101 0.0185625 0.197226 -0.372499 0.163526 -0.00247403 -0.00248595
-0.212079 0.268401 6.37441 34.42 0.045003 0.197871 0.00537725 0.386949 0.0161468 0.000228661
0.337602 -0.497454 3.18732 20.3173 0.0163122 0.19795 0.0526711 0.16288 0.0119504 -0.0108473
-0.172897 0.467783 3.03514 9.1553 0.036451 0.198442 -0.268454 -0.214764 0.00267392 0.00174868
-0.217189 0.314303 8.37018 26.2066 0.0186763 0.198467 -0.0930207 0.00784508 -0.0154116 0.0170348
-0.136143 0.171089 3.83558 20.8729 0.0471086 0.198536 -0.120507 -0.0284638 -0.00601552 -0.00846031
-0.00719411 0.00620511 4.25652 189.791 0.0163874 0.198645 -0.0842538 -0.108366 0.0172969 0.000964729
0.00126089 0.192211 4.322 24.9364 0.0314808 0.198708 0.00584613 0.0552879 0.0045348 0.0153986
-0.164304 -0.251644 2.48072 18.4336 0.0183679 0.198816 -0.461438 0.189318 0.00559218 0.00749482
-0.244623 0.474395 6.81979 37.7049 0.0214667 0.198846 0.0666223 -0.056953 0.00347776 -0.000418463
0.175679 0.306041 3.31843 3.32798 0.0236464 0.198949 0.123223 0.372567 0.0024031 0.00666896
-0.225503 0.238478 2.94984 307.837 0.0336622 0.199159 0.157888 0.0901949 0.0144312 0.00342819
-0.297395 -0.386013 2.89228 298.772 0.0189314 0.199293 0.136157 -0.0365223 -0.00405125 -0.00512605
-0.217054 -0.336534 1.53452 65.554 0.0310201 0.199523 -0.144644 -0.234817 -0.0153424 -0.000265378
-0.251257 -0.0936661 5.50397 173.197 0.0311126 0.199549 -0.287835 -0.063292 0.0001647 0.00262764
-0.242876 0.0640502 4.94524 6.53635 0.0146289 0.199617 -0.470369 -0.0921213 -0.00220208 0.000562849
-0.246349 0.324082 2.66898 4.11744 0.0277312 0.199844 -0.490089 0.523077 -0.0037527 -0.0128866
-0.263793 0.374288 5.81162 308.433 0.0101893 0.200708 -0.156807 0.146835 0.00360959 0.00868949
0.486275 0.170868 2.92595 55.2202 0.027787 0.204805 -0.222428 -0.10254 -0.0151086 -0.00953801
-0.321541 0.399832 3.56931 285.616 0.0203492 0.205475 0.0742642 -0.107131 -0.00108341 0.00320693
-0.474496 -0.0186052 3.38159 1.6886 0.0450399 0.206393 0.687391 -0.280049 -0.00164575 -0.000219792
-0.29739 0.38799 4.12473 93.2231 0.0311981 0.206832 -0.0926266 -0.116093 -0.000544699 -0.00773421
-0.0733492 -0.0576541 4.38845 30.4077 0.0102388 0.207014 -0.238686 -0.233633 -0.00733277 -0.0110934
0.37897 -0.0428955 8.43484 206.864 0.0115617 0.207199 -0.407504 0.274558 0.000993583 -0.00169664
0.432775 -0.164845 2.42108 26.4394 0.0228212 0.208333 -0.197731 0.0881713 -0.00827445 0.00139992
0.153568 0.367725 3.06284 21.5897 0.0122916 0.20939 -0.0063869 0.0200291 0.00162674 0.023215
0.169272 0.31906 3.18706 38.8827 0.0249469 0.209449 0.223517 0.0949949 0.00406216 0.0182195
0.47475 -0.429886 3.13681 83.4974 0.0104388 0.209476 -0.0619335 0.159721 0.00414011 -0.0069112
0.113781 -0.189199 4.40457 26.4307 0.0452933 0.209927 0.0138362 -0.0189151 -0.0118938 -0.0114094
0.0841349 0.153862 5.98277 9.6967 0.0119598 0.20997 0.0914815 0.0620917 0.00963763 -0.00455025
0.153182 0.367577 3.69203 69.6083 0.0188911 0.210132 -0.30528 -0.0145785 0.00162674 0.023215
0.0500429 0.347584 6.6288 25.9767 0.0339568 0.212489 0.151467 0.193594 0.00587764 0.0131173
0.361891 -0.291797 2.07515 32.607 0.01091 0.213381 -0.268887 0.147266 0.00918607 -0.000253432
-0.389627 0.324823 2.49346 85.2168 0.0137868 0.213439 0.15499 0.0114258 0.00119049 0.00122574
-0.158906 0.0970653 6.63133 31.8867 0.0206855 0.214038 -0.123716 0.0168748 -0.00375222 0.0176665
0.0293329 0.361032 2.60615 5.75839 0.0240143 0.214073 -0.0734446 0.176955 0.0453937 0.00433922
-0.132223 -0.418729 4.67452 7.29965 0.0362331 0.215611 -0.0157335 -0.481257 0.0118656 0.0100594
-0.335472 0.380174 4.97736 80.995 0.0155854 0.215687 -0.314266 0.0564227 -0.0018273 0.0138831
-0.393933 0.412472 4.57832 11.1438 0.0133325 0.218661 -0.115959 -0.398682 -0.0013803 0.000450687
-0.203387 0.154596 3.07924 50.2036 0.0119112 0.219377 0.0546391 -0.223658 -0.00470773 -8.54647e-05
-0.058675 0.288601 4.18367 57.0171 0.0127579 0.219881 0.0285497 0.0996823 0.00949273 0.0049009
0.0643249 0.261876 3.83213 60.4608 0.0158755 0.220024 0.359235 -0.313199 0.0102506 0.0134821
-0.278008 0.183373 4.18412 64.0272 0.0261041 0.220231 -0.470464 -0.733634 -0.00440897 -0.00359597
0.407608 0.446839 2.31814 86.7996 0.0114908 0.220332 0.212451 -0.299043 -0.00226199 -0.00400906
-0.461099 -0.0382803 2.62777 18.3178 0.0116419 0.220392 0.394569 -0.0912453 -0.00248948 0.00194706
-0.480841 -0.435607 4.48398 3.45181 0.0206535 0.220404 -0.135219 -0.242341 -0.00440697 -0.00234061
0.193433 0.136959 5.57622 91.1587 0.0387117 0.220432 -0.843766 0.0813405 0.137141 -0.00477537
0.273728 0.399824 2.50395 20.9164 0.0142308 0.220457 -0.143174 0.211383 0.0101741 0.0065038
-0.429513 -0.412143 3.99499 154.666 0.0204147 0.220542 -0.208183 0.220008 0.00453347 -0.00546468
0.307298 0.112231 1.96268 29.5663 0.0265578 0.220562 -0.128942 -0.0770875 0.0174557 0.00319212
-0.183256 0.48392 2.63416 43.9264 0.0224005 0.220571 0.483136 -0.177297 0.00833834 0.0191187
-0.486559 -0.194108 5.2192 304.632 0.0375777 0.220672 0.274387 0.0856987 -0.00504445 0.0105134
-0.0538722 -0.307029 4.96771 201.294 0.0105044 0.220785 -0.314263 0.0281389 0.00415104 0.00800036
0.394764 0.0987856 5.07476 44.1052 0.0187088 0.220789 0.11566 0.0945989 -0.00583972 -0.00940423
0.0530079 0.330798 3.96076 65.3236 0.015782 0.220906 -0.535439 -0.0331197 0.00863658 -0.0167704
-0.0272756 0.189225 4.53847 32.0065 0.0243518 0.220968 -0.307089 -0.35817 0.0202513 -0.00397681
-0.426865 -0.446684 3.60555 2.27472 0.0114766 0.221017 -0.315333 0.00111569 -0.00590904 0.00130436
0.451269 0.0402314 4.56303 81.482 0.0283431 0.221033 0.0436455 0.256985 -0.00138507 0.029571
-0.493882 0.312892 4.00084 42.809 0.0109638 0.221056 -0.0220054 0.0355957 -0.0103662 -0.00323027
0.461126 -0.429142 2.38462 2.67293 0.0310297 0.221155 -0.0204135 -0.101883 0.00507734 0.0105841
-0.347983 -0.228166 7.6685 292.766 0.0158045 0.221206 -0.0910063 -0.0702235 -0.00295028 0.00423599
-0.39445 0.41297 7.4398 5.52771 0.0114641 0.22131 -0.0688053 0.208126 0.00087521 -0.0140701
-0.0186351 0.21705 4.27918 11.4518 0.0198622 0.221358 -0.156867 -0.0757101 0.025398 0.00398031
-0.222327 -0.128635 3.50298 1.36986 0.0360894 0.221482 0.119143 0.146448 0.000538824 0.00531731
-0.042107 0.487507 4.2257 33.9307 0.0184674 0.22153 0.215641 0.357338 0.00748416 -0.0111692
0.171104 0.162159 8.20407 26.6159 0.0408914 0.221575 0.289799 -0.162753 -0.00484607 0.00339949
0.229901 0.0647413 5.80118 10.9814 0.021903 0.22169 -0.460547 0.307064 -0.00386201 -0.000697826
0.144518 -0.146284 2.74276 32.1299 0.0146874 0.221818 -0.110072 0.147001 0.00278523 -0.00858716
-0.130001 -0.487301 3.47487 31.1982 0.0210043 0.221898 0.0170648 0.0102032 0.00184593 -0.00710863
0.320733 0.473858 5.14932 85.3022 0.0256872 0.221936 -0.0464199 -0.226645 0.00125896 -0.00132997
0.128176 -0.187725 3.60494 52.3688 0.0106129 0.22194 0.326286 0.232638 -0.0112293 -0.0208269
0.119533 -0.0934241 5.02115 0.398641 0.0254817 0.222081 -0.146249 0.172069 -0.00995027 0.00619663
0.185295 -0.445745 4.5125 7.08732 0.0302983 0.222105 -0.0128192 0.303484 0.0138399 -0.000505991
-0.0120471 0.417905 4.5727 29.5121 0.0142484 0.222108 0.126623 -0.116025 0.00331896 0.00472264
0.404079 -0.258085 7.54229 43.4514 0.0480024 0.222304 0.107471 0.139845 -0.0060586 0.00996171
-0.276492 0.367639 2.80347 57.9837 0.01665 0.22231 -0.17533 0.05756 -0.000700051 0.00458146
0.405924 -0.114762 3.80521 74.9693 0.0205152 0.222335 0.181343 -0.32863 -0.00271367 0.0139989
0.0623079 0.0835246 2.73126 75.3891 0.0236055 0.22239 -0.241333 0.0519845 -0.0180844 0.0200649
0.194178 -0.0957781 5.77099 25.1255 0.0116079 0.222463 -0.00761358 -0.296294 0.00784392 -0.0546472
0.393393 -0.331516 11.6206 26.5997 0.0109103 0.222471 0.00963283 0.0166422 0.0158894 0.0106129
0.109299 -0.247787 3.43406 6.41954 0.0177725 0.222501 -0.513196 0.285167 -0.00648792 -0.0229143
-0.375452 0.13772 1.89058 29.4286 0.0315335 0.222592 0.160563 0.00638483 -0.00566874 -0.0105858
-0.0466594 0.324351 10.7929 147.76 0.0371923 0.222602 0.167412 0.142545 0.00779627 -0.0127701
0.0466439 0.150418 3.13001 32.3035 0.0382689 0.22261 0.0526465 -0.0130594 -0.02939 -0.00621678
-0.033824 0.351354 3.176 62.8939 0.0316044 0.223039 0.119625 0.312512 0.0102774 -0.00409007
0.0899499 0.28512 7.25881 97.2795 0.0150268 0.223051 -0.0806476 -0.0704899 -5.81333e-05 0.00468322
0.0798019 0.290448 5.44791 25.7609 0.022775 0.223316 0.558863 0.0961427 0.0076028 0.00989866
0.0616109 0.402076 8.56516 96.176 0.0315677 0.224118 -0.236721 -0.279638 0.014838 -0.000683079
0.0639779 0.460139 5.15333 16.5274 0.0200154 0.224183 -0.0913349 -0.178368 0.00517125 0.00626961
0.337448 -0.170594 2.83516 8.38282 0.0157729 0.224287 -0.151384 -0.117867 -0.0074834 -0.0117521
0.106455 0.484985 2.72261 158.876 0.0105672 0.225304 -0.123932 -0.233028 0.015036 0.00374475
0.227702 -0.447591 2.94602 25.6924 0.0145487 0.22611 -0.194138 -0.344622 0.00934532 0.00862175
0.279214 -0.496763 2.08382 294.974 0.0251746 0.22681 -0.143693 0.136153 0.00326075 0.00543471
-0.0833321 0.453321 2.49066 18.2747 0.015267 0.227054 -0.138963 0.267891 0.0325994 0.0078828
0.165492 0.268359 4.18975 13.4786 0.0379831 0.228478 -0.188694 -0.0844131 -0.006385 0.00109706
0.10096 0.351121 7.01816 98.0345 0.0192133 0.229057 0.374081 -0.0351089 0.00492285 0.00528141
-0.127007 0.187819 7.82583 87.5675 0.0393987 0.229217 0.237307 0.0690104 -0.0258169 0.00288703
0.0728669 0.364944 4.78508 99.3826 0.0331933 0.22948 0.0530549 0.0494561 0.00398278 -0.00244938
0.221082 0.31791 2.07821 28.2735 0.0178812 0.229952 -0.247196 -0.298172 0.0033581 -0.0022967
-0.157935 0.239222 3.04365 206.008 0.0337648 0.23034 0.43012 -0.181423 -0.0377648 -0.0158254
0.483307 0.243118 7.11821 85.1474 0.0113625 0.230384 0.0107641 0.138502 -0.0131039 -0.0027828
-0.244849 0.486778 3.60436 12.9905 0.0193659 0.230697 0.332571 -0.17297 -0.000798608 0.0003839
-0.307153 0.286086 7.41329 99.2604 0.021822 0.231263 -0.195684 -0.269419 -0.00131417 -0.00148926
0.201743 0.418087 3.72439 102.608 0.0481934 0.23151 -0.393583 -0.180977 0.00741362 0.00064673
-0.366543 -0.0245089 2.11459 86.8544 0.0164048 0.236591 0.134108 0.0219841 -0.00657995 -0.00810419
0.0996839 -0.0876791 4.64017 28.161 0.0214982 0.23815 0.156679 -0.343608 0.00119839 -0.0359741
0.378668 -0.105575 1.90998 285.812 0.0115545 0.239895 -0.181953 -0.0136755 0.00111567 -0.0103384
0.0181669 0.0469421 5.095 7.4793 0.024861 0.240129 -0.281217 0.197552 -0.00143864 -0.0049868
